Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Education_Level_ord,Income_Category_ord,Card_Category_ord,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Gender_F,Gender_M,Attrition_Flag
1.081281,-1.045397,1.637841,-1.813865,1.648425,0.489370,-0.649377,-1.422579,-1.144016,0.311870,0.348545,1.081300,-0.994459,0.828221,-1.410712,-0.247078,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
-0.667737,0.495638,0.009171,0.114666,-1.329695,-0.413268,0.129864,0.338426,-0.525713,-0.854600,-1.311525,-0.970748,-0.464953,-0.509916,-0.056502,-0.247078,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000
-1.417316,0.495638,-1.118370,-0.528178,0.655718,-0.413268,-0.312506,-0.270681,1.038230,-0.423243,0.008018,0.185861,-0.406925,0.828221,-0.733607,-0.247078,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
-0.417877,0.495638,-2.872324,1.400353,-0.336988,-1.315907,-0.662151,1.363837,0.551771,0.268942,0.603941,0.517505,2.164444,-0.509916,-0.733607,-0.247078,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000
0.831421,-0.274879,0.009171,0.114666,-1.329695,-0.413268,-0.687260,0.602454,0.774542,-0.891608,-1.652052,1.885537,1.522508,-0.509916,-0.733607,-0.247078,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000
-0.542807,0.495638,0.134453,-1.171021,0.655718,-1.315907,1.020771,0.813676,-0.330220,3.006299,2.178880,1.806771,-0.624530,0.828221,0.620603,-0.247078,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
1.081281,-1.045397,1.637841,-0.528178,1.648425,0.489370,-0.586496,-1.422579,-1.262221,-0.641734,-0.460207,-0.315751,-0.994459,-1.178984,-0.733607,-0.247078,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000
-1.792106,-0.274879,-1.995347,-1.813865,0.655718,-0.413268,0.125899,0.382635,0.165331,2.944127,1.370127,0.082222,-0.446819,-1.178984,-0.733607,-0.247078,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000
-0.917597,-1.045397,0.009171,-0.528178,-1.329695,-1.315907,-0.768752,-1.422579,0.588142,0.121505,0.220848,0.343392,-0.994459,-1.178984,-0.056502,-0.247078,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000
-1.042527,0.495638,-0.617241,1.400353,-1.329695,-0.413268,-0.727235,-0.322258,1.342835,-0.571272,-0.545339,0.600416,0.619447,-1.178984,0.620603,-0.247078,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
-1.042527,-0.274879,-1.243653,-1.171021,-0.336988,0.489370,0.290095,-0.036125,-1.353148,-0.776737,-1.439223,-0.979039,-0.631784,-1.178984,0.620603,-0.247078,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000
1.456071,-1.045397,1.387277,-0.528178,-1.329695,1.392009,-0.705430,0.286848,-0.848504,-0.888943,-1.311525,-0.050435,1.286769,-0.509916,0.620603,-0.247078,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.206772,-0.274879,-0.116112,0.114666,3.633838,-1.315907,-0.763356,0.138256,1.488318,-0.279655,-0.034548,0.073931,1.740114,-0.509916,-0.733607,-0.247078,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
-0.168018,0.495638,-0.366676,1.400353,0.655718,-0.413268,0.437111,-0.421729,-0.834865,-0.140803,0.774205,0.223171,-0.758720,2.166358,-1.410712,-0.247078,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1.081281,-0.274879,1.637841,0.757509,-1.329695,1.392009,-0.514144,1.062968,-0.421147,-0.264852,-0.034548,0.704055,0.866066,0.828221,-0.733607,-0.247078,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1.206211,-1.815914,1.011430,-1.813865,0.655718,-0.413268,-0.197096,0.860342,-0.034708,3.056333,1.668089,-0.145783,-0.007982,0.828221,0.620603,-0.247078,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
2.080720,-0.274879,2.138971,0.114666,-0.336988,1.392009,-0.611274,0.878762,0.142600,-0.879173,-1.396657,-1.066095,1.221488,0.828221,-0.056502,-0.247078,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000
0.581562,0.495638,0.009171,-0.528178,-0.336988,1.392009,0.185807,-0.574006,-1.248582,-0.869995,-1.694618,-0.187239,-0.751466,-0.509916,0.620603,-0.247078,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
-0.168018,0.495638,-0.116112,-0.528178,-0.336988,3.197285,-0.562268,1.668390,-0.739392,-0.766375,-0.715602,-0.680559,1.605924,-0.509916,-1.410712,-0.247078,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000
-0.292947,0.495638,0.510300,-1.171021,-0.336988,-1.315907,-0.790633,-1.422579,0.060765,0.069695,1.199864,0.936206,-0.994459,0.828221,-0.733607,-0.247078,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000
0.206772,0.495638,1.011430,0.757509,-1.329695,0.489370,0.900405,0.452633,0.692708,-0.103500,0.476243,-0.096036,-0.664424,-1.178984,1.297708,-0.247078,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
0.206772,0.495638,0.385018,-0.528178,-1.329695,-0.413268,-0.273962,0.715433,-0.825772,-0.037183,-0.077114,-0.224549,0.035539,0.828221,-1.410712,-0.247078,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000
-2.041965,-1.815914,-1.870065,1.400353,3.633838,-0.413268,-0.674815,-1.422579,0.451751,-0.812560,-1.481789,-0.187239,-0.994459,0.828221,-0.733607,-0.247078,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
1.331141,-1.815914,0.760865,0.757509,-1.329695,1.392009,-0.687370,0.437897,-0.180191,-0.176034,0.263414,-0.406953,1.319410,-1.178984,-0.733607,-0.247078,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000
-0.542807,0.495638,-0.742523,0.757509,0.655718,-0.413268,-0.788684,-1.422579,-0.298396,-0.457882,-0.970998,-0.879546,-0.994459,-0.509916,-0.056502,-0.247078,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000
-1.667176,-1.045397,-1.243653,-0.528178,-0.336988,-0.413268,0.132287,0.051065,-0.716660,-0.648840,-1.056129,-0.722015,-0.551995,-1.178984,1.297708,-0.247078,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
-0.417877,0.495638,-0.491959,0.114666,0.655718,0.489370,-0.651579,1.645057,-0.557538,-0.506731,-1.183827,-0.427681,2.360288,0.828221,-0.056502,-0.247078,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000
-0.292947,0.495638,-0.366676,-0.528178,-0.336988,-0.413268,-0.676247,1.184543,-0.275664,-0.012018,0.178282,0.053203,2.113669,0.828221,-0.056502,-0.247078,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
-1.292386,-1.045397,-0.491959,0.114666,1.648425,0.489370,0.756582,0.374039,2.365763,-0.436270,-0.630470,0.049058,-0.653544,0.828221,1.297708,-0.247078,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.581562,1.266156,0.635583,-0.528178,0.655718,1.392009,-0.641668,-0.268224,0.242619,-0.534561,-0.673036,-1.124133,0.227757,-0.509916,-0.733607,-0.247078,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000
0.081842,1.266156,0.009171,-0.528178,-1.329695,-0.413268,-0.718645,0.418248,0.233527,-0.076854,0.646507,1.864809,1.605924,-1.178984,-0.733607,-0.247078,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
-0.792667,-0.274879,0.009171,-0.528178,-0.336988,1.392009,2.852030,0.647891,-0.898514,-0.368176,0.050584,-0.257713,-0.816748,2.166358,-1.410712,2.692095,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1.830860,-1.815914,1.512559,-1.171021,-1.329695,-2.218545,-0.358538,0.141940,1.160981,-0.744170,-1.013564,0.293645,-0.131292,-1.178984,1.297708,-0.247078,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
-0.168018,0.495638,0.385018,0.114666,0.655718,0.489370,-0.662041,1.006478,-1.439529,-0.650912,-0.970998,-0.879546,1.758247,-1.178984,-0.733607,-0.247078,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000
0.956351,0.495638,0.385018,0.114666,0.655718,0.489370,-0.754766,-1.422579,-0.493889,0.138380,1.157298,0.380702,-0.994459,2.166358,-0.733607,-0.247078,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
0.581562,-0.274879,0.009171,0.757509,0.655718,-2.218545,0.291086,1.629093,-0.107449,-0.956740,-1.652052,0.600416,-0.192946,-0.509916,-0.733607,2.692095,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000
-1.292386,0.495638,-1.619500,1.400353,3.633838,-1.315907,-0.711046,0.301585,-0.362045,-0.000175,0.518809,0.687473,1.362931,-1.178984,-1.410712,-0.247078,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000
-0.667737,1.266156,-0.993088,-1.813865,-0.336988,1.392009,-0.461394,-1.422579,0.479029,-0.609464,-1.226393,-1.766693,-0.994459,-1.178984,1.297708,-0.247078,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000
0.206772,0.495638,0.134453,-1.813865,-0.336988,0.489370,-0.790633,-1.422579,-0.798494,-0.045472,0.774205,0.546524,-0.994459,-0.509916,-0.733607,-0.247078,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000
-0.168018,-0.274879,0.510300,-0.528178,0.655718,-0.413268,-0.700254,-0.251032,-0.293850,-0.887167,-1.268959,0.538233,0.536031,0.828221,-0.056502,-0.247078,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
-0.043088,-1.045397,0.134453,0.114666,-0.336988,-0.413268,-0.670190,0.403512,-0.812133,-0.073006,0.263414,1.313451,1.134446,-0.509916,-0.733607,-0.247078,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1.206211,-0.274879,0.009171,1.400353,-1.329695,-0.413268,-0.642769,-0.151561,0.256258,-0.794204,-0.970998,2.067941,0.354693,0.159153,-0.733607,-0.247078,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000
-0.043088,0.495638,0.009171,0.114666,-0.336988,0.489370,-0.790633,-1.422579,0.870015,-0.004616,0.263414,0.260481,-0.994459,0.828221,-0.056502,-0.247078,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
0.206772,2.036673,-0.742523,-0.528178,-0.336988,0.489370,-0.688691,0.565613,-0.793948,-0.343307,0.008018,-0.004834,1.489867,-1.178984,-0.733607,-0.247078,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000
0.581562,0.495638,-0.742523,-0.528178,-0.336988,-2.218545,-0.287618,0.512807,-1.162202,-0.352485,0.008018,-0.680559,-0.044249,-1.178984,-0.733607,-0.247078,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1.705930,-1.045397,0.009171,0.757509,-1.329695,-2.218545,-0.738357,0.139484,1.129157,-0.870883,-1.822316,1.193230,1.417332,-1.178984,-0.733607,-0.247078,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000
-0.417877,-0.274879,-0.241394,0.114666,-1.329695,-0.413268,-0.702016,-1.422579,-0.284757,-0.108533,-0.077114,0.156842,-0.994459,2.166358,-0.056502,-0.247078,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.456632,-1.815914,0.009171,0.757509,-1.329695,1.392009,-0.151945,1.169807,1.479225,-0.700058,-1.226393,1.682405,0.064553,0.828221,-0.733607,-0.247078,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
-0.792667,0.495638,-0.993088,-1.171021,0.655718,-1.315907,0.314763,1.481728,-0.498435,1.101459,2.051182,0.223171,-0.247348,-0.509916,0.620603,-0.247078,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.831421,-1.045397,0.009171,-0.528178,-0.336988,-0.413268,0.348020,-1.422579,-0.712114,-0.663939,-0.885866,-1.397739,-0.994459,-0.509916,1.297708,-0.247078,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000
0.706491,-0.274879,0.760865,0.757509,0.655718,-0.413268,1.449705,-0.187174,-0.480250,-0.844534,-1.268959,-0.502300,-0.827628,0.828221,1.297708,-0.247078,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.581562,-0.274879,0.760865,-0.528178,0.655718,-0.413268,0.582365,0.333514,0.056219,-0.157974,0.135716,1.446108,-0.620903,-1.178984,0.620603,-0.247078,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
0.331702,0.495638,0.009171,-1.171021,-0.336988,-2.218545,-0.640457,1.479272,-0.043801,-0.916180,-1.056129,-0.464990,2.062895,0.828221,-0.733607,-0.247078,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1.206211,0.495638,1.011430,1.400353,1.648425,-0.413268,-0.725473,0.127203,0.465390,0.136604,0.816770,0.641872,1.261382,0.828221,-0.733607,-0.247078,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1.331141,0.495638,0.009171,1.400353,-0.336988,0.489370,-0.603675,0.323689,-0.766670,-0.926542,-1.311525,0.733074,0.648461,-1.178984,-0.733607,-0.247078,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000
0.831421,-1.045397,0.886147,-0.528178,-1.329695,-0.413268,-0.461615,0.456317,-1.098553,-0.935128,-1.311525,-2.065173,0.260398,-1.178984,-0.056502,-0.247078,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
-0.168018,1.266156,0.385018,0.757509,-1.329695,-0.413268,-0.404130,0.609822,-0.898514,-0.200903,-0.034548,-0.780052,0.216877,0.159153,-0.733607,-0.247078,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
-0.168018,-0.274879,0.134453,1.400353,-1.329695,0.489370,-0.670521,0.608594,-1.053089,-0.284688,0.816770,-0.133346,1.377438,-1.178984,-0.056502,-0.247078,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
-0.542807,-0.274879,-0.993088,1.400353,-1.329695,0.489370,-0.140712,-1.422579,-0.498435,-1.051479,-1.737184,-1.244354,-0.994459,0.159153,0.620603,-0.247078,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000
-0.792667,1.266156,-1.368935,1.400353,-0.336988,-1.315907,1.810693,-1.422579,-0.007430,-0.189653,-0.162245,0.127823,-0.994459,0.828221,-1.410712,-0.247078,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000
-1.667176,0.495638,-1.368935,-0.528178,-0.336988,-0.413268,-0.694968,0.278252,3.434154,-0.577193,-0.715602,0.554815,1.181593,0.828221,-0.733607,-0.247078,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000
-0.043088,1.266156,-0.993088,-1.171021,-0.336988,1.392009,-0.620965,-1.422579,-0.525713,-0.689400,-1.141261,-1.037076,-0.994459,0.828221,-0.056502,-0.247078,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000
-0.168018,-0.274879,0.009171,-1.813865,-1.329695,-0.413268,-0.574492,-1.422579,0.629059,-1.079309,-1.992579,1.193230,-0.994459,0.828221,0.620603,-0.247078,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000
-0.043088,0.495638,0.009171,-0.528178,-0.336988,0.489370,-0.573171,1.490325,-0.271118,0.189302,0.901902,0.330955,1.526135,-0.509916,-0.056502,-0.247078,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000
-0.043088,1.266156,0.385018,1.400353,-0.336988,0.489370,0.233821,-0.495411,1.847479,-0.921213,-1.822316,3.033854,-0.740586,0.828221,0.620603,-0.247078,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
-0.667737,1.266156,-0.617241,0.114666,-0.336988,0.489370,-0.687480,0.613506,-0.552991,-0.982498,-1.566920,1.193230,1.537015,0.828221,-0.056502,-0.247078,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
-0.417877,1.266156,-0.241394,0.757509,-1.329695,-1.315907,-0.284534,0.516491,-0.030162,0.095452,0.093150,0.836712,-0.044249,-0.509916,-0.056502,-0.247078,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
0.081842,-1.045397,0.385018,-1.171021,0.655718,-1.315907,-0.325721,1.291383,-0.803040,1.029516,1.497825,-0.071163,0.419975,0.159153,1.297708,-0.247078,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
-0.043088,1.266156,0.635583,0.114666,-0.336988,-1.315907,-0.354684,1.446115,-0.407508,0.101965,1.327561,0.554815,0.575925,0.828221,0.620603,-0.247078,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
1.331141,-0.274879,1.261994,0.757509,-0.336988,-0.413268,-0.349618,0.897183,-1.539549,0.007818,-0.034548,-0.464990,0.264025,-1.178984,-0.733607,-0.247078,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1.830860,-1.815914,1.512559,1.400353,-0.336988,-0.413268,1.445080,-1.422579,-0.380230,-0.779993,-0.460207,-0.701287,-0.994459,-1.178984,1.297708,-0.247078,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
-1.542246,-0.274879,-1.118370,-0.528178,-1.329695,1.392009,2.499301,1.220156,-0.366591,-0.543147,-0.119680,-0.149929,-0.744213,0.828221,1.974813,-0.247078,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
-1.667176,-1.045397,0.009171,0.757509,0.655718,0.489370,-0.493771,-0.034897,2.102075,-0.566831,-0.545339,0.886459,-0.004355,1.497290,-1.410712,-0.247078,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000
0.581562,1.266156,-0.491959,-1.171021,-0.336988,0.489370,-0.690233,0.139484,0.515400,0.076208,0.901902,0.824276,0.967615,-1.178984,-0.733607,-0.247078,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000
0.456632,0.495638,0.635583,-0.528178,0.655718,-0.413268,-0.687810,-0.012793,0.510854,0.008410,0.646507,0.438740,0.760890,2.166358,-0.733607,-0.247078,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000
-1.417316,1.266156,-1.118370,1.400353,-0.336988,0.489370,-0.362613,0.195974,1.297372,-0.762526,-0.928432,-0.494009,-0.095024,-0.509916,-0.056502,-0.247078,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.456632,0.495638,1.011430,0.114666,-0.336988,0.489370,1.593748,-0.392256,2.574895,-0.944898,-1.737184,1.193230,-0.863896,0.828221,0.620603,-0.247078,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
-1.667176,0.495638,-1.243653,1.400353,0.655718,2.294647,-0.253479,0.227903,0.288083,-0.588740,0.263414,0.082222,-0.221960,0.159153,-0.056502,-0.247078,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
-0.667737,-0.274879,-0.241394,-0.528178,0.655718,-1.315907,1.155453,1.584883,1.092786,0.026174,0.476243,0.061494,-0.530234,-1.178984,1.297708,-0.247078,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
0.706491,1.266156,0.009171,-1.171021,0.655718,0.489370,-0.460073,-0.011565,0.374463,3.133308,2.008616,0.044912,-0.055130,0.828221,-0.733607,-0.247078,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
-0.168018,-0.274879,0.134453,1.400353,-1.329695,-0.413268,0.644475,-0.001740,0.938210,-0.942234,-1.864882,0.815985,-0.704319,0.828221,-1.410712,-0.247078,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000
0.456632,0.495638,0.635583,0.114666,-0.336988,-0.413268,-0.666776,0.861570,-0.362045,-0.182251,0.774205,0.380702,1.638564,-1.178984,-0.733607,-0.247078,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
0.206772,-1.045397,1.011430,1.400353,-1.329695,0.489370,-0.627902,-1.422579,0.147146,-0.015866,0.305980,0.007602,-0.994459,0.828221,1.297708,-0.247078,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
-0.292947,0.495638,-0.116112,0.757509,0.655718,-2.218545,-0.574822,1.543130,0.597234,0.035352,1.199864,-0.212112,1.584163,-0.509916,-0.733607,-0.247078,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000
-0.168018,0.495638,-0.116112,1.400353,0.655718,-0.413268,-0.391245,0.250007,-0.362045,-0.247088,0.433677,-0.999767,-0.018862,0.828221,0.620603,-0.247078,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2.205650,-1.815914,2.264253,1.400353,-1.329695,-0.413268,-0.591121,1.023670,-0.202923,-0.898417,-1.226393,-0.610085,1.228741,-1.178984,-1.410712,-0.247078,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000
0.956351,-0.274879,0.886147,-0.528178,-0.336988,0.489370,-0.326051,0.688416,-0.698474,-0.699170,-0.417641,-0.187239,0.108074,0.159153,1.974813,-0.247078,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
-0.792667,-0.274879,0.009171,0.757509,-0.336988,1.392009,0.000688,-1.422579,-0.843958,-0.580746,-0.502773,0.749656,-0.994459,0.828221,0.620603,-0.247078,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.831421,-1.045397,1.387277,0.757509,0.655718,-0.413268,-0.221653,0.393688,-0.093810,-0.702426,-0.758168,-0.137492,-0.182066,0.159153,-0.056502,-0.247078,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
-0.043088,1.266156,-1.118370,-0.528178,0.655718,-0.413268,1.455982,-0.243664,-0.880328,0.365161,1.242430,-0.813217,-0.834882,0.828221,0.620603,-0.247078,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
-0.292947,1.266156,-0.366676,-0.528178,-0.336988,-0.413268,-0.441792,0.488246,-0.380230,-0.007873,0.561375,-0.216257,0.231384,0.828221,-0.733607,-0.247078,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
-1.042527,-0.274879,-0.993088,0.757509,-1.329695,0.489370,-0.756968,-1.422579,-0.262025,0.124761,0.901902,-0.108473,-0.994459,-0.509916,-0.733607,-0.247078,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
1.206211,0.495638,0.009171,0.757509,-1.329695,0.489370,0.066983,0.091590,3.461432,-0.818185,-1.524354,3.829800,-0.508474,-0.509916,0.620603,-0.247078,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.706491,-1.045397,0.009171,-0.528178,0.655718,0.489370,-0.691334,-0.070510,0.028941,0.032983,0.135716,-0.050435,0.713742,-0.509916,-0.733607,-0.247078,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
-0.292947,-0.274879,0.134453,1.400353,-1.329695,0.489370,-0.660830,1.668390,0.092590,-0.380611,0.220848,0.156842,2.494478,-1.178984,1.297708,-0.247078,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.706491,-0.274879,1.261994,0.114666,-0.336988,1.392009,2.852030,-1.422579,0.069858,-0.104388,0.944468,-0.025562,-0.994459,-0.509916,1.974813,-0.247078,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
1.081281,-0.274879,1.512559,0.757509,0.655718,0.489370,2.852030,0.277024,-0.612094,-0.172481,0.731639,0.629435,-0.849389,-1.178984,0.620603,2.692095,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
1.081281,-0.274879,-0.116112,-0.528178,0.655718,-2.218545,-0.615899,1.495237,2.238465,-0.921509,-1.779750,4.820587,1.852543,-1.178984,-1.410712,-0.247078,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000
0.581562,-0.274879,0.009171,-1.171021,-0.336988,-0.413268,-0.774148,0.426844,-0.657557,0.080057,0.135716,-0.386225,2.443704,-1.178984,-0.733607,-0.247078,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
-0.792667,0.495638,0.009171,1.400353,-1.329695,0.489370,-0.114062,0.962269,0.288083,0.158808,0.859336,-0.319896,-0.066010,0.828221,-0.733607,-0.247078,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000
0.706491,0.495638,0.134453,0.114666,-0.336988,-0.413268,-0.777892,-0.285417,0.115322,0.179828,0.603941,0.890605,1.167086,-1.178984,-0.733607,-0.247078,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
-0.417877,-0.274879,-0.366676,0.114666,-0.336988,-0.413268,-0.381664,0.681048,-0.061986,-0.139323,-0.332509,1.342470,0.209623,-1.178984,-0.733607,-0.247078,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000
-0.792667,-0.274879,-1.494218,0.757509,-1.329695,-2.218545,-0.676137,1.071564,2.383948,-0.838317,-1.439223,0.936206,1.979479,0.828221,1.297708,-0.247078,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
-1.417316,-0.274879,0.009171,-0.528178,-1.329695,0.489370,-0.655654,-1.422579,1.415577,-0.371433,-0.247377,0.791111,-0.994459,-1.178984,-0.733607,-0.247078,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000
1.456071,-1.045397,1.261994,0.114666,-1.329695,0.489370,-0.640787,0.458773,-0.803040,-0.051986,0.774205,-0.726160,0.989375,-0.509916,-0.733607,-0.247078,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000
0.956351,-0.274879,1.637841,-0.528178,-1.329695,1.392009,0.594369,1.113317,-0.252933,-0.736177,-0.673036,-0.328187,-0.461326,-0.509916,1.297708,-0.247078,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
1.581000,-1.815914,2.138971,-0.528178,-0.336988,0.489370,-0.481988,-1.422579,-0.693928,-0.767263,-0.843300,0.078077,-0.994459,0.828221,-0.056502,-0.247078,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000
0.331702,-1.045397,0.635583,1.400353,-1.329695,0.489370,-0.790633,-1.422579,-1.043997,0.043937,0.731639,1.400507,-0.994459,0.828221,-0.733607,-0.247078,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000
-0.667737,0.495638,-0.993088,1.400353,0.655718,-2.218545,-0.305788,1.602076,1.306464,-0.169521,0.689073,0.202443,0.536031,0.159153,0.620603,-0.247078,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000
-0.542807,-0.274879,-0.742523,-0.528178,-0.336988,2.294647,-0.537711,0.693329,-0.748484,2.993569,1.157298,0.529942,0.677475,0.828221,-0.056502,-0.247078,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000
